ARTIST,TITLE,METADATA_URL,IMAGE_LINK,IMAGE_NAME,DESCRIPTION,TIMEFRAME,TECHNIQUE,valid
BACCHIACCA,The Preaching of Saint John the Baptist,https://www.wga.hu/html/b/bacchiac/preach.html,https://www.wga.hu/art/b/bacchiac/preach.jpg,web_gallery_bbacchiacpreach.jpg,This painting of the eclectic artist shows the strong influence of Perugino. The work was restored in 1955-60.,1501-1550,Oil on wood,200.0
BACCHIACCA,The Preaching of Saint John the Baptist (detail),https://www.wga.hu/html/b/bacchiac/preach_d.html,https://www.wga.hu/art/b/bacchiac/preach_d.jpg,web_gallery_bbacchiacpreach_d.jpg,,1501-1550,Oil on wood,200.0
BACICCIO,Apotheosis of St Ignatius,https://www.wga.hu/html/b/baciccio/apotheos.html,https://www.wga.hu/art/b/baciccio/apotheos.jpg,web_gallery_bbaciccioapotheos.jpg,"This small oil painting showing the Apotheosis of St Ignatius, the founder of the Jesuit order, is a bozzetto - a preparatory sketch for the fresco Baciccio executed for the vaulting of the left transept of the order's principal church of Il Gesù in Rome. The bozzetto differs from the fresco only in a few of the angel figures and in the use of stronger colours. Although the apotheosis of the saint has a firm place in the overall ecclesiastical programme of the church, from which it cannot be dissociated, this oil study is nevertheless an independent painting, executed with greater care than one might expect of a sketch.",1651-1700,Oil on canvas,200.0
BACICCIO,St John the Baptist,https://www.wga.hu/html/b/baciccio/baptist.html,https://www.wga.hu/art/b/baciccio/baptist.jpg,web_gallery_bbacicciobaptist.jpg,,1651-1700,Oil on canvas,200.0
BACICCIO,Holy Family with the Young St John the Baptist and St Elizabeth,https://www.wga.hu/html/b/baciccio/holyfami.html,https://www.wga.hu/art/b/baciccio/holyfami.jpg,web_gallery_bbaciccioholyfami.jpg,This canvas is an oil sketch (bozzetto) for a larger altarpiece.,1651-1700,Oil on canvas,200.0
BACICCIO,The Pietà (Mary Lamenting the Dead Christ),https://www.wga.hu/html/b/baciccio/pieta.html,https://www.wga.hu/art/b/baciccio/pieta.jpg,web_gallery_bbacicciopieta.jpg,"The canvas is identifiable as the ""Dead Christ in the arms of the weeping Virgin with two little angels"", for which the painter received payment on May 25, 1667. The painting was carried out for Cardinal Flavio Chigi, along with another canvas of the Assumption of the Virgin. It is a fundamental work for the career of Gaulli, and looks back to the famous Pietà of Annibale Carracci. Gaulli, however, translates the carracciesque language to achieve one of the highest examples of ""baroque classicism"". His synthesis also shows the influence of Van Dyck's art.",1651-1700,Oil on canvas,200.0
BACICCIO,The Preaching of St John the Baptist,https://www.wga.hu/html/b/baciccio/preachin.html,https://www.wga.hu/art/b/baciccio/preachin.jpg,web_gallery_bbacicciopreachin.jpg,"The composition of the painting, painted for the Jesuits in Rome, derives from a design by Bernini, known by the Baciccio from an engraving.",1651-1700,Oil on canvas,200.0
BACICCIO,The Vision of St Francis Xavier,https://www.wga.hu/html/b/baciccio/s_xavier.html,https://www.wga.hu/art/b/baciccio/s_xavier.jpg,web_gallery_bbaciccios_xavier.jpg,"Saint Francis Xavier, a Spaniard was the founder of the missions of the Society of Jesus in the Far East. He was canonized with the founder of the Society of Jesus, Saint Ignatius of Loyola in 1622.",1651-1700,Oil on canvas,200.0
BACICCIO,The Three Maries at the Empty Sepulchre,https://www.wga.hu/html/b/baciccio/threemar.html,https://www.wga.hu/art/b/baciccio/threemar.jpg,web_gallery_bbacicciothreemar.jpg,"ALongside Carlo Maratti, Baciccio was considered one of the leading figures of the Roman Late Baroque. Excelling as portraitist and fresco painter, he also painted majestic altarpieces and refined canvases for private galleries.",1651-1700,Oil on canvas,200.0
"BADALOCCHIO, Sisto",The Holy Family,https://www.wga.hu/html/b/badalocc/holyfami.html,https://www.wga.hu/art/b/badalocc/holyfami.jpg,web_gallery_bbadaloccholyfami.jpg,"Badalocchio, who was born in Parma, probably trained in the Carracci academy in Bologna, and then worked with Agostino Carracci in the service of Ranuccio Farnese in Parma. On Agostino's death he went, with Giovanni Lanfranco, to Rome to work as an assistant of Annibale on the walls of the Galleria Farnese. On Annibale's death in 1609, Badalocchio returned to his native city. His artistic personality was relatively obscure until the 1950s, in part because of his dependence on Annibale's example.",1601-1650,Oil on panel,200.0
"BAEGERT, Derick",The Bearing of the Cross,https://www.wga.hu/html/b/baegert/bearing.html,https://www.wga.hu/art/b/baegert/bearing.jpg,web_gallery_bbaegertbearing.jpg,"In the late fifteenth century, Wesel in the Lower Rhine was an important art centre, as demonstrated with the recently discovered oeuvre of Derick Baegert. His Bearing of the Cross does not merely describe Christ on the road to Calvary, but it evokes metaphorical associations through elaboration of the narrative. Without violating the meaning of the Gospel text, the painting transcends literal interpretation. In continuous narrative, the painting elicits multiple associations. In the background, Christ can be witnessed already hanging on the cross, as his betrayer Judas commit suicide from a nearby tree.",1451-1500,Oil on panel,200.0
"BAEGERT, Derick",Christ Carrying the Cross and Veronica with the Sudarium,https://www.wga.hu/html/b/baegert/carrying.html,https://www.wga.hu/art/b/baegert/carrying.jpg,web_gallery_bbaegertcarrying.jpg,"The present composition - composed of two panels - was originally part of a large Crucifixion, which at some point in the past was broken up into smaller panels. Although five of these have been reunited in the Thyssen-Bornemisza Collection, most of the composition is still missing. ",1451-1500,Oil on panel,200.0
"BAEGERT, Derick",Saint Luke Painting the Virgin,https://www.wga.hu/html/b/baegert/st_luke.html,https://www.wga.hu/art/b/baegert/st_luke.jpg,web_gallery_bbaegertst_luke.jpg,This painting is a copy of a painting by the Master of Flémalle (Robert Campin).,1451-1500,Oil on panel,200.0
"BAELLIEUR, Cornelis de",Virgin and Child Enthroned,https://www.wga.hu/html/b/baellieu/virgin_c.html,https://www.wga.hu/art/b/baellieu/virgin_c.jpg,web_gallery_bbaellieuvirgin_c.jpg,This composition was made after a protype by Frans Francken II.,1601-1650,Oil on copper,200.0
"BAGLIONE, Giovanni",The Dream of St Joseph,https://www.wga.hu/html/b/baglione/dreamjos.html,https://www.wga.hu/art/b/baglione/dreamjos.jpg,web_gallery_bbaglionedreamjos.jpg,This altarpiece is a characteristic example of the colourful late Mannerism of Roman art which was soon to be radically altered by Caravaggio's revolutionary new style. It was probably commissioned by the Santacroce family in Rome.,1601-1650,Oil on canvas,200.0
"BAGLIONE, Giovanni",The Ecstasy of St Francis,https://www.wga.hu/html/b/baglione/ecstasy.html,https://www.wga.hu/art/b/baglione/ecstasy.jpg,web_gallery_bbaglioneecstasy.jpg,,1601-1650,Oil on canvas,200.0
"BAGLIONE, Giovanni",St John the Baptist in the Wilderness,https://www.wga.hu/html/b/baglione/johnbapt.html,https://www.wga.hu/art/b/baglione/johnbapt.jpg,web_gallery_bbaglionejohnbapt.jpg,"Baglione, a colleague and rival of Caravaggio, explored the subject of St John the Baptist in the Wilderness as early as 1600 and he continued to paint images of St John the Baptist throughout his long and productive career.",1601-1650,Oil on canvas,200.0
"BAGLIONE, Giovanni",St Sebastian Healed by an Angel,https://www.wga.hu/html/b/baglione/sebastia.html,https://www.wga.hu/art/b/baglione/sebastia.jpg,web_gallery_bbaglionesebastia.jpg,"Baglione's tender image of an angel delicately extracting an arrow from St Sebastian's side is indicative of the new emphasis placed on succour and compassion during the post-Tridentine period by the Oratorians and other religious orders. Images of St Sebastian bound to a tree and pierced with arrows had become increasingly popular from the fifteenth century on, partly because they gave artists an excuse to depict the male nude within a religious context. The inclusion of an angel tending the saint's wounds is very rare, but undoubtedly reflects devotional literature that recounted how Christ sent an angel to untie Sebastian and cure his wounds. The angel can also be linked to the contemporary cult of guardian angels, who were believed to take the outward appearance of youthful boys. Similar guardian angels can be found in Caravaggio's Stigmatisation of St Francis (Wadsword Atheneum, Hartford), Orazio Gentileschi's St Francis Supported by an Angel (Museo del Prado, Madrid), and Baglione's own St Francis Comforted by Two Angels (Private collection), which is dated 1601.",1601-1650,Oil on canvas,200.0
"BAGLIONE, Giovanni",St Sebastian Succoured by the Angels,https://www.wga.hu/html/b/baglione/sebastix.html,https://www.wga.hu/art/b/baglione/sebastix.jpg,web_gallery_bbaglionesebastix.jpg,,1601-1650,Oil on canvas,200.0
"BAGLIONE, Giovanni",The Virgin and the Child with Angels,https://www.wga.hu/html/b/baglione/virgin.html,https://www.wga.hu/art/b/baglione/virgin.jpg,web_gallery_bbaglionevirgin.jpg,,1601-1650,Oil on canvas,200.0
"BALASSI, Mario",St Nicholas of Tolentino Resuscitates the Birds,https://www.wga.hu/html/b/balassi/balassi4.html,https://www.wga.hu/art/b/balassi/balassi4.jpg,web_gallery_bbalassibalassi4.jpg,,1601-1650,Oil on canvas,200.0
"BALASSI, Mario",The Virgin and Child Appear to St Dominic,https://www.wga.hu/html/b/balassi/balassi5.html,https://www.wga.hu/art/b/balassi/balassi5.jpg,web_gallery_bbalassibalassi5.jpg,,1601-1650,Oil on canvas,200.0
"BALASSI, Mario",Virgin and Child,https://www.wga.hu/html/b/balassi/balassi6.html,https://www.wga.hu/art/b/balassi/balassi6.jpg,web_gallery_bbalassibalassi6.jpg,,1601-1650,Oil on panel,200.0
"BALDUNG GRIEN, Hans",St Sebastian Altarpiece,https://www.wga.hu/html/b/baldung/2/01altar.html,https://www.wga.hu/art/b/baldung/2/01altar.jpg,web_gallery_bbaldung201altar.jpg,The altarpiece came from the Collegiate Church at Halle.,1501-1550,Oil on wood,200.0
"BALDUNG GRIEN, Hans","St Anne with the Christ Child, the Virgin, and St John the Baptist",https://www.wga.hu/html/b/baldung/2/02altar1.html,https://www.wga.hu/art/b/baldung/2/02altar1.jpg,web_gallery_bbaldung202altar1.jpg,"This panel was identified as the left panel of a dismembered altarpiece. The centre panel depicting the Mass of St Gregory is now in the Museum of Art, Cleveland, while the right panel representing St John on Patmos is in the Metropolitan Museum of Art, New York.",1501-1550,Oil on hardboard transferred from panel,200.0
"BALDUNG GRIEN, Hans",Mass of St Gregory,https://www.wga.hu/html/b/baldung/2/02altar2.html,https://www.wga.hu/art/b/baldung/2/02altar2.jpg,web_gallery_bbaldung202altar2.jpg,"This panel was identified as the central panel of a dismembered altarpiece. The left wing depicts St Anne with the Christ Child, the Virgin, and St John the Baptist (National Gallery of Art, Washington), Cleveland), and the right wing represents St John on Patmos (Metropolitan Museum of Art, New York).",1501-1550,Oil on panel,200.0
"BALDUNG GRIEN, Hans",St John on Patmos,https://www.wga.hu/html/b/baldung/2/02altar3.html,https://www.wga.hu/art/b/baldung/2/02altar3.jpg,web_gallery_bbaldung202altar3.jpg,"This panel was identified as the right panel of a dismembered altarpiece. The centre panel depicting the Mass of St Gregory is now in the Museum of Art, Cleveland, while the left panel representing St Anne with the Christ Child, the Virgin, and St John the Baptist is in the National Gallery of Art, Washington.",1501-1550,Oil on spruce panel,200.0
"BALDUNG GRIEN, Hans",Rest on the Flight to Egypt,https://www.wga.hu/html/b/baldung/2/02egypt.html,https://www.wga.hu/art/b/baldung/2/02egypt.jpg,web_gallery_bbaldung202egypt.jpg,"Baldung is noted for representations of the Virgin Mary, in which he combined landscapes, figures, light, and colour with an almost magical serenity. In this painting the artist transformed the religious subject into a springtime excursion to the country.",1501-1550,Oil on wood,200.0
"BALDUNG GRIEN, Hans",Virgin and Child in a Room,https://www.wga.hu/html/b/baldung/2/04virgin.html,https://www.wga.hu/art/b/baldung/2/04virgin.jpg,web_gallery_bbaldung204virgin.jpg,,1501-1550,Oil on wood,200.0
"BALEN, Hendrick van",Holy Trinity,https://www.wga.hu/html/b/balen/trinity.html,https://www.wga.hu/art/b/balen/trinity.jpg,web_gallery_bbalentrinity.jpg,"Hendrick van Balen - particularly after about 1615 - had some significance as a painter of altarpieces of a monumental size. In these works the preference for colourful detail so characteristic of the cabinet painter is conspicuous. In the Holy Trinity the characters look monumental, unmistakably influenced by Rubens's style.",1601-1650,Oil on panel,200.0
"BALEN, Hendrick van","Virgin and Child with the Infant St John, Surrounded by Animals",https://www.wga.hu/html/b/balen/virgin_c.html,https://www.wga.hu/art/b/balen/virgin_c.jpg,web_gallery_bbalenvirgin_c.jpg,"This panel is the result of a collaboration between Hendrick van Balen and Jan Brueghel the Younger. Like in other collaborative works, the figures were painted by van Balen.",1601-1650,Oil on oak panel,200.0
"BALESTRA, Antonio",St Sebastian Nurced by St Irene,https://www.wga.hu/html/b/balestra/sebastia.html,https://www.wga.hu/art/b/balestra/sebastia.jpg,web_gallery_bbalestrasebastia.jpg,,1701-1750,Oil on canvas,200.0
"BALESTRA, Antonio",Virgin and Christ Child with Saints,https://www.wga.hu/html/b/balestra/virgin_c.html,https://www.wga.hu/art/b/balestra/virgin_c.jpg,web_gallery_bbalestravirgin_c.jpg,"The represented saints in this large altarpiece in the church of the Gesuiti are Sts Stanislaus Kostka, Luigi Gonzaga, and Francesco Borgia. Balestra's classicising art is apparent in the clearly defined physiognomies, and the composition is a lesson in the representation of unequivocal forms.",1701-1750,Oil on canvas,200.0
"BALTENS, Peeter",The Feast of St George with Theatre and Procession,https://www.wga.hu/html/b/baltens/feast.html,https://www.wga.hu/art/b/baltens/feast.jpg,web_gallery_bbaltensfeast.jpg,"In Flanders, village feasts took place to celebrate Saints Days to whom churches and the country's town and village guilds were dedicated. These feasts were always accompanied by religious processions but also by theatrical shows, games and archery competitions. ",1501-1550,Oil on panel,200.0
"BALTENS, Peeter",The Feast of St George with Theatre and Procession (detail),https://www.wga.hu/html/b/baltens/feast1.html,https://www.wga.hu/art/b/baltens/feast1.jpg,web_gallery_bbaltensfeast1.jpg,,1501-1550,Oil on panel,200.0
